DP215493,A.Y. PC DOK COMPUTER SERVICES,"Gloria, Oriental Mindoro",,,0,419-267-237-000 NON VAT,
DP215494,MOTOLITE BATTERY MASTER'S INC.-PALAWAN,"San Pedro, PPC, Palawan",,,0,,
DP215495,GOTHONG SOUTHERN SUPPLY CHAIN INC.,Port 6355 Vitas Industrial Estate Tondo Manila,,,0,431-697-862-001 VAT,431-697-862-001
DP215496,DIEGO PRINTING PRESS CO.,"Diego Bldg.,maharlika hi-way,magsaysay norte,Cabanatuan City",,,0,007-238-386-000,007-238386-000VAT REG.
DP215497,JIP MOTORS,"Cabanatuan City, Nueva",,,0,216-286-397-000 VAT,216-286-397-000
DP215498,JENNELYN ASTEO,,,,0,,
DP215499,MAXIPACIFIC CORP,502 5th Ave West GracePark Caloocan City,,,0,220-998-404-000 VAT,220-998-404-000
DP215500,GILBERT L. VICTOR,P.A. - Negros Occidental,,,0,,
DP215501,NELSON T. BOLONGON,P.A. - NEGROS ORIENTAL,,,0,,
DP215502,JEMUEL S. GUILLERMO,P.A. - Panay Area,,,0,,
DP215503,YM MARKETING,#45 c ilaya brgy.bagongilog pasig city 1600,ROMMEL P. PENESA,,0,201-521-491-000 VAT,201-521-491-000
DP215504,METRO INDUSTRIES INCORPORATED,"#103 Progress Avenue,Industrial Park,CanlubangCalamba, Laguna",ANNE RABIDA,(632)5845000,60,000-232-024-000 VAT,000-232-024-000
DP215505,"YBL BATTERY SUPPLY, INC.","National Road, Paltao,Pulilan, Bulacan",,,0,009-561-235-001 VAT,009-561-235-001
DP215506,ROBINSON PATRICIO,,,,0,,
DP215507,CERILO P. MAPUTI JR.,Promo Assist.- Samar Area,,,0,,
DP215508,CHRISTIAN IAN  J. PEPITO,Promo Assist.- Leyte Area,,,0,,
DP215509,"NEXUS R. FORWARD FINANCE, INC.",Makati City,,,0,,
DP215510,TOYOTA ABAD SANTOS,2210 Jose Abad SantosAvenue Manila,,,0,004-676-716-00002 VAT,004-676-716-00002
DP215511,EXPONENT PRINTING & SALES CORPORATION,"699 Belton St. BrooksideHills Subd. Cainta, Rizal",,,90,000-857-732-000 VAT,000-857-732-000
DP215512,MAS AUTODESIGN CORP,Mabolo Cebu City,,,0,,
DP215513,E.R. ESTRELLA GLASS & ALUMINUM SUPPLY,"Sipocot, Camarines Sur",,,0,,
DP215514,FISH COLOURS PET SHOP,262 P. Tuazon Blvd. CubaoQuezon City,,,0,,
DP215515,N.T.S. TIRE SUPPLY,"Pulilan, Bulacan",,,0,141-755-114-000,
DP215516,RAFFY GALINGAN,"Binan, Laguna",,,0,,
DP215517,BOHOLANO AUTO PARTS,Cagayan de Oro City,,,0,936-254-806-000 NON VAT,
DP215518,JS DESIGNS,Cagayan de Oro City,,,0,,
DP215519,ARIEL MAÑACAP,Surigao del Sur,,,0,,
DP215520,URBAN FONTS,Pasay City,,,0,253-005-889-000 NON VAT,
DP215521,CHRISTIAN PAUL C. LANGCUYAN,BINAN - LOGISTIC,,,0,,
DP215522,RJS ULAS SHELL STATION,"ulas, davao city",,,0,900-750-454-011 VAT,900-750-454-011VAT
DP215523,CRISAN FEEDS SUPPLY,davao city,,,0,936-289-805-000 VAT,936-289-805-000VAT
DP215524,GREYSTONE ASIA RESOURCES INC.,"Veterans Center WesternBicutan, Taguig City",,,0,008-494-156-00000 VAT,008-494-156-00000
DP215525,NEW BANILAD SHELL STATION,"KASAMBAGAN, CEBU CITY",,,0,200-206-114-000 VAT REG,200-206-114-000 VAT REG
DP215526,EMB GAS & SERVICE STATION,"Lacson St. cor. Sta.ClaraAve., Bacolod City",,,0,918-418-287-0002 VAT,918-418-287-0002
DP215527,3 DIMENSION DIGITAL PRINTING SERVICES CO.,Ramon Magsaysay Blvd DonaImelda Quezon City,,,30,008-699-452-000 VAT,008-699-452-000
DP215528,ERNALINE'S FOOD HAVEN INC.,"Aurora Blvd., San Juan",,,0,,
DP215529,JUDY GO,Palawan Chapter,,,0,,
DP215530,MLV ARTSIGNS,CEBU CITY,,,0,,
DP215531,MA. HISAH ISABEL  TORREVILLAS,,,,0,,
DP215532,CRISTINE CATUBIS,,,,0,,
DP215533,INK ZONE ENTERPRISES,"DUPAY, LUCENA",,,0,427-020-035-001 NON VAT,
DP215534,"VICTOR JAMES (TATA) B. YAP, SR.",,,,0,,
DP215535,TOP BOX MANUFACTURING,"alfonso,cavite",,,0,113-443-001-002,113-443-001-002VAT REG
DP215536,"SUNSTAR PUBLISHING, INC.","SAN ANTONIO,POB.CEBU CITY",,,0,000-565-060-000 VAT,000-565-060-000
DP215537,REYNALDO CABANSAG,,,,0,,
DP215538,SMMEH FRAMES SHOP,"96D wil-vic bldg.,v-lunard., Sikatuna VillageQuezon City",,,0,,
DP215539,ANA RUTCHIE  E. LEDESMA,Promo Asst.-CompostelaValley,,,0,,
DP215540,ILYN B. TANGHIAN,Promo Asst.- Davao City,,,0,,
DP215541,ELAIZA CASSANDRA  G. ACUÑA,Promo Asst.,,,0,,
DP215542,CHARLIE C. DELAVIN  JR.,Jr. Area Technical Rep.,,,0,,
DP215543,JARMO SALES & SERVICES,"tuguegarao city,cagayan",,,0,,
DP215544,STA. CLARA RESIDENCES ASSOCIATION INC.,bacolod city,,,0,,
DP215545,MACKEY UPHOLSTERY SERVICES,"murphy,cubao",,,0,,
DP215546,JUN.JF ELECTRICAL SHOP,palawan city,,,0,,
DP215547,ESSAY UPHOLSTERY AND SUPPLIES,lucena city,,,0,924-904-000 NON VAT,
DP215548,ALAN JOSEPH  PAYNE,,,,0,,
DP215549,JOHN MICHAEL  FARAON,,,,0,,
DP215550,SILVERIO BALDOZA,,,,0,,
DP215551,LIPEÑO TARPAULIN PRINTING,"Lipa City, Batangas",,,0,,227-259-519-000 VAT REG.
DP215552,KROZWRENCH AUTOLAB DIAGNOSTICS TROUBLESHOOTIN,Valenzuela City,,,0,,
DP215553,DREAVYN COATINGS,MISAMIS ORIENTAL,,,0,938-859-526-000 NON VAT,
DP215554,"HENAN FUMEI BIO-TECHNOLOGY CO., LTD","Gangli Village, FuerhuCounty, Changge City,Henan Province, P.R.China",,371-60309722,0,,
DP215555,M & N DIESEL CALIBRATION,"AGDAO, DAVAO CITY",,,0,,
DP215556,QUEUE AUTO CENTER,"hilado st., Bacolod",,,0,,921-855-265-0003
DP215557,ROSE ANN LAYOS,,,,0,,
DP215558,RAC COMMERCIAL CORP.,Gusa Highway Cagayan deOro City,,,0,000-292-960-000 VAT,000-292-960-000
DP215559,BRODETH MARKETING,"Baybay Carigara, Leyte",,,0,005-335-070-021 VAT,005-335-070-021
DP215560,FREDTAYO ENTERPRISES,"Basa St., Iloilo City",,,0,177-368-419-000 VAT,177-368-419-000
DP215561,ZAGATO CORP.,"SM Cubao Araneta CenterSocorro 3, Quezon City",,,0,006-991-441-018 VAT,006-991-441-018
DP215562,GLASSWORLD COMPUTER AND MULTIMEDIA SHOP,"san fernando, la union",,,0,,166-826-496-000VAT REG.
DP215563,LOPUE'S SAN SEBASTIAN CORP,"villamonte, bacolod city",,,0,,001-841-092VAT REG
DP215564,LUCKY CHOICE DEPARTMENT STORE,"Guinobatan, Albay",,,0,102-294-551-009 VAT,102-294-551-009
DP215565,RODYSSA RACIEL D. REPELAR,,,,0,,
DP215566,PHILMAN POWER CENTER INC.,#88 Teresa Bldg. 15th AveMurphy Socorro Cubao Q.C.1109,,,0,005-518-488-000 VAT,005-518-488-000
DP215567,MOTOLITE BATTERY CENTER,"burgos, lopez,quezon",,,0,157-935-290-000 NV,
DP215568,JONATHAN A. UMALI,Promo Assist. - Isabela,,,0,,
DP215569,BPI CREDIT CARD,,,,0,,
DP215570,AGUBELLA FUEL DISTRIBUTIONS,EDSA corner Main AvenueSocorro Cubao Q. C.,,,0,209-502-393-000 VAT,209-502-393-000
DP215571,QUICK CONCEPT ADVERTISING,davao city,,,0,,
DP215572,GARCIA PETRON SERVICE STATION-1,"ESTANCIA, KALIBO AKLAN",,,0,117-675-780-001VAT REG.,117-675-780-001VAT REG.
DP215573,JOPERZ CYCLE PARTS,"SURALLAH,SOUTH COTABATO",,,0,913-462-644-000 NV,
DP215574,RANDY MOTORCYCLE PARTS SHOP,"MALANDAY,MARIKINA CITY",,,0,910-466-400-001N/V,
DP215575,"COMEDIA GLASS, ALUMINUN & IRON WORKS SUPPLY","LOS BAÑOS, LAGUNA",,,0,284-974-936-000 NV,
DP215576,SOUTHEAST TRAVEL CORPORATION,Malate Manila,,,0,,
DP215577,CARLITO D. DECLARO,,,,0,,
DP215578,ABENSON VENTURES - CDO,"2/F West Concourse Limketkai Mall,Lapasan, Cagayande Oro",,,0,004-149-434-141 VAT,004-149-434-141
DP215579,ZESSNA INDUSTRIAL PARTS SUPPLY,"Unit 1-H Acasel Building,Soler St., corner SalesSt., Quiapo, Manila",,,0,250-485-088-000,
DP215580,J.Y. YOUNG PETRON CENTER,"jaro, ilo ilo",,,0,102-274-767-002,102-274-767-002VATREG
DP215581,PARK 'N SHOP SUPERMARKET,jp laurel ave. davao city,,,0,000-074-032-000,000-074-032-000VAT REG
DP215582,CSI SUPERSTORE,"bayambang,pangasinan",,,0,000-249-763-008VAT REG,000-249-763-008VATREG
DP215583,ART-CYRELL MOTORCYCLE SHOP,"calamba city, laguna",,,0,303-199-066-000NV,303-199-066-000 NV
DP215584,"LINDE PHILIPPINES, INC.",Arman Bldg. Pasig Blvd.Brgy. Bagong Ilog PasigCity,,,30,000-053-829-010 VAT,000-053-829-010
DP215585,ROLANDO PAROT JR.,,,,0,,
DP215586,MANILA PENINSULA HOTEL INC.,Makati City,,,0,,
DP215587,AVES AIRCONDITIONING SERVICE,40-B Sct. Alcaraz St.corner Kanlaon St. SMH QC,,,0,129-333-150-001 VAT,129-333-150-001
DP215588,AUTOWASCHE ENTERPRISES,"san fernando, Pampanga",,,0,725-275-719-000NV,
DP215589,YOK'S PRINTAHANN,TaclobanCity,,,0,264-856-201-000NV,
DP215590,OUR LADY OF PERPETUAL HELP PARISH,"126-13th Ave., Cubao,Quezon City",,,0,,
DP215591,SHEILA MAE  L. RELATADO,Promo Assistant,,,0,,
DP215592,STAR CONCORD INC.,Pascor Drive Brgy. Sto.Nino City of Paranaque,,,0,009-300-182-00000 VAT,009-300-182-00000
DP215593,"CNT WORLDWIDE TRANSPORT, INC.",Brgy. 893 Zone 99 Sta.Ana Manila,,,0,000-363-919-000 VAT,000-363-919-000
DP215594,COOPER SHELL SERVICE STATION,BACOLOD CITY,,,0,135-514-857-001 VAT,135-514-857-001
DP215595,RICHARD L. RICO,,,,0,,
DP215596,COSREQ METAL FABRICATION AND INDUSTRIAL SUPP.,Prk.1 mamplasan binanLaguna,IRENE CORNEJO,9195008497,30,187 648 719,
DP215597,AIRAH G. MADLAO,binan-purchasing,,,0,,
DP215598,SUPER TARPAULIN PRINTING SERVICES,"Tambo, Lipa, Batangas",CELIA B. MATANGUIHAN,(043)7740275,0,467-344-811-000 NON VAT,
DP215599,GAISANO CAPITAL-TACLOBAN STORE,J. Romualdez st. Brgy.13Tacloban City,,,0,276-203-707-019-VAT,276-203-707-019-VAT
DP215600,ZAFF'S GENERAL MERCHANDISE,39-A Seminary Rd Bagbag 2Quezon City,,,30,240-371-674-000 VAT,240-371-674-000
DP215601,PAYROLL - SIL,,,,0,,
DP215602,WHITE KNIGHT LEISURE CORPORATION,139 Corporate CenterSalcedo Village Bel AirMakati City,,,0,008-193-763-000 VAT,008-193-763-000
DP215603,SKIDMARKS TIRES AND SERVICE,San Fernando CityLa Union,,,0,929-327-393-000 NON VAT,
DP215604,BPI 3373-1960-79,Quezon City,,,0,,
DP215605,ENARGAN'S AUTO ELECTRICAL & AIRCON SERVICING,,,,0,,
DP215606,EXCELLENCE APPLIANCE TECHNOLOGIES INC,22 D Tuazon Don ManuelDistrict IV Quezon City,,,0,001-817-708-000 VAT,001-817-708-000
DP215607,MARILOU MALILAY,,,,0,,
DP215608,DECSON STO. DOMINGO,,,,0,,
DP215609,AVESCOR MOTORS OF BACOLOD INC.,Bacolod City,,,0,,
DP215610,JELYN V. CODILLA,P.A. - CDO Area,,,0,,
DP215611,BICOL ARTS & SIGNS,"Cabangan, Legazpi City",,,0,937-186-493-001NON VAT,
DP215612,MICHAREIGN GENERAL MERCHANDISE,Stall 133 Jumbo Plaza834 Ilaya St. Manila,,,0,238-830-515-000 VAT,238-830-515-000
DP215613,ACE M. TORRELIZA,BINAN - LOGISTICS,,,0,,
DP215614,EDWALDO L. LEGASPINA,"Lanang, Davao City",,,0,,
DP215615,CJS GRAPHIC CREATIONS,CAGAYAN DE ORO,,,0,939-229-655-000 NON VAT,
DP215616,GTC PROPACK CORPORATION,"Veterans Center WesternBicutan, Taguig City",,,7,008-087-498-00000 VAT,008-087-498-00000
DP215617,BAN CHUAN TRADING,"518 T. Pinpin St. Brgy.290 Zone 27 Binondo,Manila",,,15,104-361-224-000 VAT,104-361-224-000
DP215618,JA ROQUE MAX ENGINE SERVICES,"Brgy.Bucana, Davao City",,,0,105-303-706-003VAT REG,105-303-706-003
DP215619,RTC POULTRY SUPPLY,"Rizal st, Zamboanga City",,,0,940-278-008-000VATREG,940-278-008-000
DP215620,GALERIE JOAQUIN,,,,0,,
DP215621,LANZ TIRE AND SERVICE CENTER,"san fernando, pampanga",,,0,101-860-968-000VAT,101-860-968-000VAT
DP215622,JOMER R. BULFA,P.A. - Surigao del Norte,,,0,,
DP215623,RAYMART E. ALBIOR,P.A. - Bukidnon Area,,,0,,
DP215624,MICAELA LIANE Q. KHO,,,,0,,
DP215625,ST. JOSEPH ORPHANAGE,,,,0,,
DP215626,AXD BIO ESSENTIALS INCORPORATED,"Los Banos, Laguna",,,0,,
DP215627,CARGADO BATTERY SHOP,"San Agustin Pili,Camarin-es Sur",,,0,174-122-034-000 NON VAT,
DP215628,"FARMTEC FOODS, INC.","J.P. RIZAL ST., SABUTAN,SILANG CAVITE",JOJO OROLFO,634-6872/73,60,004-446-572-000 VAT REG,044-446-572-000
DP215629,RUDY'S MASTER KEY DUPLICATING SHOP,"Roxas Ave., Brgy. 34-DDavao City",,,0,943-084-205-000 NON VAT,
DP215630,JRR CAR TINT SERVICES,"Lopez Jaena St., Brgy.Villamonte, Bacolod City",,,0,942-111-980-000 NON VAT,
DP215631,PHILIPPINE DRUG IMPORTERS AND DISTRIBUTOR ORG,,,,0,,
DP215632,AUDI MOTORCARS INC.,"201 EDSA, GREENHILLS,MANDALUYONG CITY",,,0,007-822-106-000 VAT,007-822-106-000
DP215633,SHEKINAH RAE B. BANAAG,,,,0,,
DP215634,SUGAR HILLS AGRICULTURAL CORPORATION,DUMAGUETE CITY,,,0,004-256-623-000,
DP215635,RAPIDE AUTO SERVICE EXPERTS,"Manduriao, Ilo Ilo City",,,0,217-479-545-000NV,
DP215636,JEYAH MOTORCYCLE SHOP & ACCESSORIES,"Antipolo City, Rizal",,,0,722-926-535-000NV,
DP215637,"DES MARKETING, INC.","Rizal St., Tabok MandaueCity",,,0,005-888-306-023 VAT,005-888-306-023
DP215638,MANG GORIO AUTO PARTS AND REPAIRS SHOP,davao del norte,,,0,719-807-354-000 VAT REG.,719-807-354-000 VAT
DP215639,JMY FARM SUPPLY,"Batac City, Ilocos Norte",,,0,,
DP215640,C.P. RAMOS AGRI & POULTRY SUPPLY,"San Antonio, Nueva Ecija",,,0,,
DP215641,JAEN FEEDS CENTER,"Jaen, Nueva Ecija",,,0,,
DP215642,ERIQ FARM SUPPLY,"Naguilla, Abra",,,0,,
DP215643,RM TOLENTINO P/S,"Baliuag, Bulacan",,,0,,
DP215644,SIR TROY CARSHOP,"Brgy. Valdefuente,Cabanatuan City",,,0,,
DP215645,"SUBIC BAY MARINE EXPLORATORIUM, INC.",,,,0,,
DP215646,RAFAEL CAMPOS,,,,0,,
DP215647,ALLAN JOSEPH PAYNE,,,,0,,
DP215648,ARTHUR'S GLASS AND GENERAL MERCHANDISING,"Prk.1 R.Calo & Montillassts., San Ignacio,Butuan City",,,0,105-225-564-000NON VAT,
DP215649,"DU EK SAM, INC.","Guiwan II, Palompon,Leyte",,,0,000-254-247-051,000-254-247-051 VAT REG.
DP215650,RCS PRINTING,Parang Marikina City,,,0,209-521-167-000 NON VAT,
DP215651,VERGIL INTINO,,,,0,,
DP215652,INBORN ART AND SIGN AND GENERAL MERCHANDISE,"Mac Arthur Highway, Brgy.Juliana, City of SanFernando, Pampanga 2000",,,0,188-062-039-000 VAT,188-062-039-000
DP215653,L-YB AUTO PARTS TRADING,37 F Banawe St. Brgy.Lourdes Quezon City,,,0,138-688-589-001 VAT,138-688-589-001
DP215654,TIMES SQUARE PRINTING SERVICES,"Araneta Center, Cubao,Quezon City",,,0,250-574-783-000 VAT,250-574-783-000
DP215655,CHING LOPEZ TRADING,"107 Boni Serrano Road,Crame, Quezon City",,,0,,
DP215656,JRB CALIBRATION CENTER,"Lapu Lapu st., Brgy.25Legazpi City",,,0,106-088-924-000VAT REG.,106-088-924-000 VAT
DP215657,KULARTS ENTERPRISE,"romulo blvd., cutcut,tarlac",,,0,237-734-709-000NV,
DP215658,BACOLOD SURE COMPUTER INC.,"2772 Hilado St., ShoppingBacolod City",,,0,002-243-187-000 VAT,002-243-187-000
DP215659,PILI GLASS AND ALUMINUM SUPPLY,"Pili, Camarines Sur",,,0,,
DP215660,DN-PHILSOUTH STEEL CORPORATION,"Calindagan,Dumaguete 6200",,,0,009-101-150-000 VAT,009-101-150-000
DP215661,LORDMAN LEATHERCRAFT GUNS AND AMMO ENTERPRISE,"154 A.Bonifacio St., Tan-ong, Marikina City",,,0,141-819-700-000 VAT,141-819-700-000
DP215662,DINDO R. SAN AGUSTIN,,,,0,,
DP215663,TRI C REFRIGERATION & AIRCONDITIONING ELECTRI,"San Pedro, Laguna",,,0,008-811-579-000 VAT,008-811-579-000
DP215664,ENN CHEMICALS TRADING,"Brgy. Sta. Cruz, AntipoloRizal  187",,,30,102-998-368-000 VAT,102-998-368-000
DP215665,CONCORDE CAR ACCESSORIES CENTER,"SM City North EDSA,Bagong Pag-Asa QuezonCity",,,0,003-929-351-005 VAT,003-929-351-005
DP215666,VINCENT V. RICAMARA,,,,0,,
DP215667,RENAN D. DAYAO,,,,0,,
DP215668,RODERICK O. GRENGIA,,,,0,,
DP215669,DAVAO VANFIRE MARKETING,HIGHLANDS BUHANGINDAVAO CITY,,,0,467-675-451-001NON VAT,
DP215670,"CAGAYAN VALLEY BATTERY SALES, INC.","NAT'L. HIGHWAY VILLASIS,Santiago City",,,0,008-011-896-000,008-011-896-000VATREG.
DP215671,GOLDEN WARRIOR POULTRY SUPPLY,"Pandacaqui, Mexico,Pampanga",,,0,,
DP215672,QCENTRUM COMPANY,"Poblacion Dist.,DavaoCity",,,0,427-025-264-000 VAT REG.,427-025-264-000VAT REG
DP215673,EPT XPRESS TRADING,"Magugpo,Central,TagumCity",,,0,265-325-859-000 NON VAT,
DP215674,CECIL AND JAY PHOTO STUDIO,"Poblacion, Cam. Sur",,,0,321-893-475-000 NON VAT,
DP215675,SHELLSOFT TECHNOLOGY CORPORATION,30th St. Bonifacio GlobalCity Fort BonifacioTaguig City,,,0,000-335-779-003 VAT,000-335-779-003
DP215676,RAMS PRINTING SERVICES,"Bacolod City, Negros Occ.",,,0,739-349-686-0000 NON VAT,
DP215677,DENNIS IRISARI,,,,0,,
DP215678,REDACHEM INGREDIENTS PHILIPPINES INC.,5th Avenue BonifacioGlobal City Fort Bonifacio Taguig City   1634,,,60,009-850-133-000 VAT,009-850-133-000
DP215679,CT TRUCKING,Upper Baloy TablonCagayan de Oro City,,,0,936-261-109-000 NON VAT,
DP215680,HAVEN'S SIGNCRAFT,"Tacloban City, Leyte",,,0,944-864-848-000 NON VAT,
DP215681,"RABBONI CREATIVE DESIGNS, INC.",Fairview Park SubdFairview 2 Quezon City1012,,,0,422-570-701-000 VAT,422-570-701-000
DP215682,BILLY'S RADIATOR REPAIR SHOP,"OMEÑA ST., CAGAYAN DE ORO",,,0,,
DP215683,CHEMPRO ANALYTICAL SERVICES LABORATIES INC.,182 Shaw Blvd. Ext.Pasig City,,,0,005-010-304-000 VAT,005-010-304-000
DP215684,PRINTEC INCORPORATED,30 C Cordero 2nd AveCaloocan 1400,,,0,004-506-865-000 VAT,004-506-865-000
DP215685,JR WORKS AND SERVICES,"Camaman-an,Cagayan de OroMisamis Oriental",,9152833701,0,,
DP215686,JE CYCLE PARTS,ormoc city,,,0,232-410-493 NON VAT,
DP215687,RCBC CUBAO FAO BUREAU OF INTERNAL REVENUE,,,,0,,
DP215688,PRENCESS AGRIVET SUPPLY,"LIBERTAD,BUTUAN CITY",,,0,711-556-394-000NV,
DP215689,"ORO ORIENTAL ENTERPRISES, INC.","DON S. OSMEÑA ST., COR.ANTONIO LUNA EXT.CAGAYAN DE ORO",,,0,004-997-616-000,004-997-616-000 VAT REG
DP215690,BANCO DE ORO - BACOLOD,Unit 104 Lot 8 & 9 Blk 5Paseo de MagallanesMagallanes Makati City,,,0,000-708-174-181,
DP215691,MAXIMUM CAR CARE CENTER,"Tagbilaran City,Bohol",,,0,249-300-670-002,
DP215692,FNYX PROJECT PRINTING SERVICES,18 Narra St.Fin Asia SubdBrgy San Isidro CaintaRizal 1900,,,0,306-256-488-000 NON VAT,
DP215693,"TOYOTA CALAMBA, LAGUNA, INC.","calamba, laguna",,,0,008-303-195-00000,008-303-195-00000VATREG.
DP215694,FRITZIE TRADING,"molino III,bacooor,Cavite",,,0,206-227-259-002NONVAT,
DP215695,A.R.G. TRADING,"Quiapo, Manila",,,0,115-984-142-000NON VAT,
DP215696,MANTRADE DEVELOPMENT CORPORATION,"2280 Chino Roces Ave.Extension, Makati City1231",,,0,000-129-871-000 VAT,000-129-871-000
DP215697,JME CAR-AIRCON AND MOTOR SERVICES,"Dungon A, Jaro, IloiloCity",,,0,175-458-594-000 VAT,175-458-594-000
DP215698,DASH ENTERPRISES,"Burabod, Sorsogon City",,,0,937-928-904-0000NV,
DP215699,GAVINO N. MIRARAN,Jr. Area Tech. Rep.,,,0,,
DP215700,MBY ISLAND PRINTHAUS & ENTERPRISES,Mandaue City,,,0,,249-041-899-000VAT REG.
DP215701,SVTEC INDUSTRIAL ENTERPRISES,Bacolod City,,,0,300-131-446-0000 VAT,300-131-446-0000
DP215702,AGROBEL AGRICULTURAL TRADING,,,,0,,
DP215703,WILVET ENTERPRISE,,,,0,,
DP215704,RAYMAR IAN  R. OLINARES,,,,0,,
DP215705,NICOLE JOHN  C. JAQUIACA,,,,0,,
DP215706,KIMBERLY F. CARAMONTE,,,,0,,
DP215707,RNR PHOTOGRAPHY SERVICES,"Calamba City, Laguna",,,0,274-190-782-001NON VAT,
DP215708,SST GENERAL MERCHANDISE,"Bantug Bulalo,CabanatuanCity",,,0,714-613-649-000 NON VAT,
DP215709,PRIDE ROCK PROPERTY DEVELOPMENT,Cagayan de Oro City,,,0,,
DP215710,AUTO DOC SERVICE CENTER,"Brgy.San Pablo, Ormoc Cty",,,0,920-852-860-000 NV,
DP215711,SOLITO MOTOR OIL & AUTO PARTS SUPPLY,"Poblacion, Kidapawan City",,,0,938-439-159-000 NV,
DP215712,GAISANO GRAND MALL OF TAGUM,"Tagum City, Davao delNorte",,,0,004-272-277-008 VAT REG,004-272-277-008 VAT
DP215713,ST. FRANCIS SHELL STATION V,"Greenhills, Davao City",,,0,122-514-205-004 VAT,112-514-205-004 VAT.REG
DP215714,"TOYOTA SILANG, CAVITE","E. Aguinaldo Hi-way,Silang, cavite",,,0,009-566-264-00000,009-566-264-00000VAT REG.
DP215715,IPZY PRINTING SERVICES,"San Jose,Tagaytay City Cavite",,,0,254-413-055-000 NON VAT,
DP215716,COSTSAVERS SUPERMARKET INC.,"San Ferando City, La Uni-on",,,0,006-107-498-000VAT REG,006-107-498-000VAT REG
DP215717,TOYOTA CAMARINES SUR,"Pili, Camarines Sur",,,0,,008-456-346-000 VAT REG.
DP215718,ROBINSONS APPLIANCES CORP.,"Brgy.91, Tacloban CityLeyte, Phils.",,,0,207-540-656-00103,
DP215719,IMPERIAL APPLIANCE PLAZA DAVAO CITY,Agdao Proper agdaoDavao City,,,0,000-249-883-013,
DP215720,METRO STORES GROUP INC.,Mandaue City,,,0,,
DP215721,"NEW ASSOCIATED PRINTING PRESS, INC.","31 12th Avenue Murphy,Cubao Quezon City",,,15,201-648-095-000  VAT,
DP215722,ADDESSA CORPORATION,"RIZAL AVE., SAN CARLOSCITY,PANGASINAN",,,0,004-015-607-026 VAT REG,004-015-607-026 VAT REG.
DP215723,ROBINSONS DEPARTMENT STORE-ILOCOS,"bRGY.SAN FRANCISCO,SAN NICOLAS ILOCOS NORTE",,,0,000-345-273-00029VAT REG.,000-345-273-00029VAT REG.
DP215724,TRACTION TIRE SUPPLY,"BUHANGIN DIST.,DAVAO CITY",,,0,943-347-689-001 NV,943-347-689-001 NON VAT
DP215725,JOEL SHOP,,,,0,,
DP215726,"PAMCO STATIONERY SUPPLY, INC.",Binondo Manila,,,0,000-332-670-000 VAT,000-332-670-000
DP215727,JOHN DANIEL  S.  COSON,Jr. Area Tech.,,,0,,
DP215728,JEBSEN & JESSEN INGREDIENTS (P) INC.,"Orion Bldg. 5/F, 11th Avecor 38th St. Fort Bonifa-cio Taguig City",,,0,000-403-001-00000 VAT,000-403-001-00000
DP215729,PEOPLESTAR PRINTING ENTERPRISES,"Pinamalayan, OrientalMindoro",,,0,921-157-783-000,921-157-783-000 VAT. REG.
DP215730,NESTOR  DELA LUNA,,,,0,,
DP215731,IRWIN HARDWARE CORPORATION,"195 EDSA, Bangkal, Cityof Makati",,,0,007-105-566-000 VAT,007-105-566-000
DP215732,RUDY BADILLA,,,,0,,
DP215733,EJ TARPAULIN PRINTING,"Magugpo South, Tagum City",,0909746069,0,140-516-369-002NV,
DP215734,TOYOTA CAGAYAN DE ORO,"Nat'l. hi-way, Cagayande Oro City",,,0,004-392-478-00000VAT REG,004-392-478-00000VAT
DP215735,EBALO PRINTING PRESS,"Iba, Zambales",,,0,167-704-225-000 NON VAT,
DP215736,BIQBOI TRADING,"District 2, Caloocan City",,,0,290-948-112-000 VAT REG.,290-948-112-000 VAT REG.
DP215737,MARK DARIL  O.  MORAL,Promo Assistant,,,0,,
DP215738,JOVENETTE REFRIGERATION AND AIRCONDITIONING,1805 E. Rodriguez Sr. AveCubao Quezon City,,,0,008-278-518-000 VAT,008-278-518-000
DP215739,JA'Z ADZ & PRINTING SERVICES,538 Maharlika hi-waybanga 1st plaridelbulacan,,,0,221-037-794-000 NV,
DP215740,SLASH KEARSLEY V. REALEZA,,,,0,,
DP215741,MQC SYSTEM TECH CORPORATION,"Unit 706 Vicente MadrigalBldg. Ayala Avenue Bel-Air, City of Makati",,,15,009-577-426-00000 VAT,009-577-426-00000
DP215742,PEOPLE ENGAGED IN PEOPLE PROJ FOUNDATION INC.,,,,0,,
DP215743,ARK AGRI TRADING,La Union,,,0,,
DP215744,STA.ROSA TREASURER'S OFFICE,,,,0,,
DP215745,BUREAU OF FIRE PROTECTION,Quezon City Hall CompoundQuezon City,,,0,,
DP215746,MARY GRACE REGALADO SISON,,,,0,,
DP215747,"DAVAO SUPREME MOTORS & REPAIR SHOP, INC.","J. P. Cabaguio Ave.,Agdao, Davao City",,,0,000-074-985-000 VAT,000-074-985-000
DP215748,EDDIE E. BALDOZA,,,,0,,
DP215749,"KAR ASIA, INC.",,,,0,,
DP215750,ROBERTO ILAGAN III,,,,0,,
DP215751,MELVIN L. CABALHIN,,,,0,,
DP215752,CHOI CHOI BICYCLE PARTS RETAILER,"poblacion norala, southcotabato",,,0,291-965-360-000 NON VAT,
DP215753,JOEVEN J. MENDOZA,,,,0,,
DP215754,ERICKA JOIE M. GADOR - PCF,,,,0,,
